"","full.name","regex"
"7128","European Society of Anaesthesiology and Intensive Care (ESAIC)","european society of anaesthesiology and intensive care (esaic)"
"7129","Siemens Stiftung","siemens stiftung"
"7130","Verein landwirtschaftlicher Unternehmer Bersenbrück (VLU Bersenbrück)","verein landwirtschaftlicher unternehmer bersenbrück (vlu bersenbrück)"
"7131","Transat A.T. Inc (Transat)","transat a.t. inc (transat)"
"7132","World Medical Association (WMA)","world medical association (wma)"
"7133","Karl Carstens","karl carstens"
"7134","ETNA FRANCE","etna france"
"7135","Sea Teach S.L. (Sea Teach)","sea teach s.l. (sea teach)"
"7136","Woord en Daad Foundation","woord en daad foundation"
"7137","Soundreef Ltd (Soundreef Ltd)","soundreef ltd (soundreef ltd)"
"7138","Legal & General Group Plc (L&G)","legal & general group plc (l&g)"
"7139","The Democratic Society (Demsoc)","the democratic society (demsoc)"
"7140","European Chamber of Commerce of the Philippines (ECCP)","european chamber of commerce of the philippines (eccp)"
"7141","International Fire and Rescue Services Association (CTIF)","international fire and rescue services association (ctif)"
"7142","Yuva Dernegi (YUVA)","yuva dernegi (yuva)"
"7143","Association for automatic identification and mobility Europe (AIM EUROPE VZW)","association for automatic identification and mobility europe (aim europe vzw)"
"7144","Alumni Europae","alumni europae"
"7145","Deutscher Forstwirtschaftsrat e.V. (DFWR)","deutscher forstwirtschaftsrat e.v. (dfwr)"
"7146","Federation of European National Collection Associations (FENCA)","federation of european national collection associations (fenca)"
"7147","Austrian National Youth Council (BJV (OJV))","austrian national youth council (bjv (ojv))"
"7148","Fédération Hospitalière de France (FHF)","fédération hospitalière de france (fhf)"
"7149","UBS Group AG (UBS)","ubs group ag (ubs)"
"7150","Sociedad Española de Ornitología (SEO/BirdLife)","sociedad española de ornitología (seo/birdlife)"
"7151","Air Conditioning and Refrigeration Industry Board (ACRIB)","air conditioning and refrigeration industry board (acrib)"
"7152","Lipu Odv (Lipu-Birdlife Italia)","lipu odv (lipu-birdlife italia)"
"7153","BEPS Monitoring Group (BMG)","beps monitoring group (bmg)"
"7154","System Engineering Solutions 37 AB (SES37)","system engineering solutions 37 ab (ses37)"
"7155","Bridgestone Europe (BSEU)","bridgestone europe (bseu)"
"7156","Federazione lavoratori aziende elettriche italiane (Flaei)","federazione lavoratori aziende elettriche italiane (flaei)"
"7157","GENITORI SEPARATI E FIGLI onlus (GE.SE.FI.)","genitori separati e figli onlus (ge.se.fi.)"
"7158","Armenian General Benevolent Union Europe (AGBU Europe)","armenian general benevolent union europe (agbu europe)"
"7159","European Security Transport Association (ESTA)","european security transport association (esta)"
"7160","INTERNATIONAL ASSOCIATION OF THE BODY AND TRAILER BUILDING INDUSTRY (CLCCR)","international association of the body and trailer building industry (clccr)"
"7161","Febelfin","febelfin"
"7162","Trinet Informatika, d.o.o., Ljubljana","trinet informatika, d.o.o., ljubljana"
"7163","European Suppliers of Waste-to-Energy Technology (ESWET)","european suppliers of waste-to-energy technology (eswet)"
"7164","KEPA (Business & Cultural Development Centre) (KEPA)","kepa (business & cultural development centre) (kepa)"
"7165","Verband der Wirtschaft Thüringens e. V. (VWT)","verband der wirtschaft thüringens e. v. (vwt)"
"7166","Union nationale des associations de parents, de personnes handicapées mentales et de leurs amis (Unapei)","union nationale des associations de parents, de personnes handicapées mentales et de leurs amis (unapei)"
"7167","GEDIPE- Audiovisual Producers Collective Rights Management (GEDIPE)","gedipe- audiovisual producers collective rights management (gedipe)"
"7168","The Shark Trust","the shark trust"
"7169","Associcação dos Armadores da Pesca Costeira e Largo da Zona Oeste (AAPLCLZO)","associcação dos armadores da pesca costeira e largo da zona oeste (aaplclzo)"
"7170","Luis Calvo Sanz, S.A. (Grupo Calvo)","luis calvo sanz, s.a. (grupo calvo)"
"7171","Responsible Use of Medicines in Agriculture (RUMA)","responsible use of medicines in agriculture (ruma)"
"7172","Svenska Taxiförbundet","svenska taxiförbundet"
"7173","Belgian Feed Association (BFA)","belgian feed association (bfa)"
"7174","European Art Market Coalition (EAMC)","european art market coalition (eamc)"
"7175","AMERICAN HELLENIC EDUCATIONAL PROGRESSIVE ASSOCIATION CHAPTER 610 EUROPEAN EAGLE BRUSSELS (AHEPA 610 BRUSSELS)","american hellenic educational progressive association chapter 610 european eagle brussels (ahepa 610 brussels)"
"7176","European Association for Aquatic Mammals (EAAM)","european association for aquatic mammals (eaam)"
"7177","Association of European Coeliac Societies (AOECS)","association of european coeliac societies (aoecs)"
"7178","Union des entreprises de proximité (U2P)","union des entreprises de proximité (u2p)"
"7179","Centralvereinigung Deutscher Wirtschaftsverbände für Handelsvermittlung und Vertrieb e.V. (CDH)","centralvereinigung deutscher wirtschaftsverbände für handelsvermittlung und vertrieb e.v. (cdh)"
"7180","Kassenärztliche Bundesvereinigung (KBV)","kassenärztliche bundesvereinigung (kbv)"
"7181","European Network on Statelessness (ENS)","european network on statelessness (ens)"
"7182","Assocalzaturifici Italiani","assocalzaturifici italiani"
"7183","Hydrogen Council","hydrogen council"
"7184","VINUM ET SPIRITUS ASSOCIATION BELGIUM (VINUM ET SPIRITUS)","vinum et spiritus association belgium (vinum et spiritus)"
"7185","Belgische Vereniging van Minerale Meststoffen (BELFertil)","belgische vereniging van minerale meststoffen (belfertil)"
"7186","International Institute for Sustainable Development Europe (IISD-E)","international institute for sustainable development europe (iisd-e)"
"7187","Berufsverband Orthoptik Deutschland (BOD)","berufsverband orthoptik deutschland (bod)"
"7188","AFNOR CERTIFICATION (ACE)","afnor certification (ace)"
"7189","Società italiana di scienze applicate alle piante officinali ed ai prodotti per la salute (SISTE)","società italiana di scienze applicate alle piante officinali ed ai prodotti per la salute (siste)"
"7190","Tata Steel Europe (Tata Steel Europe)","tata steel europe (tata steel europe)"
"7191","European Parliamentary Financial Services Forum (EPFSF)","european parliamentary financial services forum (epfsf)"
"7192","European Network of Political Foundations (ENoP)","european network of political foundations (enop)"
"7193","Union des Industries de la Fertilisation (UNIFA)","union des industries de la fertilisation (unifa)"
"7194","Hrvatska Udruga Nastavnika Istraživaca (HUNI)","hrvatska udruga nastavnika istraživaca (huni)"
"7195","Union Internationale des Chauffeurs Routiers UICR (UICR)","union internationale des chauffeurs routiers uicr (uicr)"
"7196","Appel de Genève / Geneva Call (Geneva Call)","appel de genève / geneva call (geneva call)"
"7197","TRAFFIC International (TRAFFIC)","traffic international (traffic)"
"7198","Asociación Española de Operadores de Productos Petrolíferos (AOP)","asociación española de operadores de productos petrolíferos (aop)"
"7199","Association of Independent Risk and Fraud Advisors (AIRFA)","association of independent risk and fraud advisors (airfa)"
"7200","Nederlandse Organisatie Voor de Energiebranche (NOVE)","nederlandse organisatie voor de energiebranche (nove)"
"7201","Centre d'Action Laïque (CAL)","centre d'action laïque (cal)"
"7202","XBRL Europe (XBRL Europe)","xbrl europe (xbrl europe)"
"7203","European Banking Industry Committee (EBIC)","european banking industry committee (ebic)"
"7204","Svenska Transportarbetareförbundet","svenska transportarbetareförbundet"
"7205","European Signature Dialog (VSiT) - Associated European Trust Centers (ESD)","european signature dialog (vsit) - associated european trust centers (esd)"
"7206","European Patient Organisation for Dysimmune and Inflammatory Neuropathies (EPODIN)","european patient organisation for dysimmune and inflammatory neuropathies (epodin)"
"7207","LNRD (Leonard)","lnrd (leonard)"
"7208","Sphera Solutions","sphera solutions"
"7209","Verband Deutscher Naturparke (VDN)","verband deutscher naturparke (vdn)"
"7210","Spanish Confederation of Families of Deaf People (FIAPAS)","spanish confederation of families of deaf people (fiapas)"
"7211","Speciality Steels UK Ltd","speciality steels uk ltd"
"7212","The Traidcraft Exchange","the traidcraft exchange"
"7213","FAPAS - Associação Portuguesa para Conservação da Biodiversidade (FAPAS)","fapas - associação portuguesa para conservação da biodiversidade (fapas)"
"7214","GIGAS HOSTING S.A. (GIGAS)","gigas hosting s.a. (gigas)"
"7215","Deque Systems","deque systems"
"7216","Nanotechnology Industries Association (NIA)","nanotechnology industries association (nia)"
"7217","Federation of Associations for Hunting & Conservation of the EU (FACE)","federation of associations for hunting & conservation of the eu (face)"
"7218","European Financial Services Round Table (EFR)","european financial services round table (efr)"
"7219","Digestive Cancers Europe (DiCE)","digestive cancers europe (dice)"
"7220","SRC sistemske integracije d.o.o. (SRC d.o.o.)","src sistemske integracije d.o.o. (src d.o.o.)"
"7221","MEW Mittelständische Energiewirtschaft Deutschland e.V. (MEW)","mew mittelständische energiewirtschaft deutschland e.v. (mew)"
"7222","Baden-Württembergischer Genossenschaftsverband e.V. (BWGV)","baden-württembergischer genossenschaftsverband e.v. (bwgv)"
"7223","Rassemblement des Médecins Palestiniens d'Europe (PalMed Europe)","rassemblement des médecins palestiniens d'europe (palmed europe)"
"7224","TÜV | DEKRA arge tp 21 GbR (arge tp 21)","tüv | dekra arge tp 21 gbr (arge tp 21)"
"7225","Izba Energetyki Przemyslowej i Odbiorców Energii (IEPiOE)","izba energetyki przemyslowej i odbiorców energii (iepioe)"
"7226","City of London Law Society (CLLS)","city of london law society (clls)"
"7227","Conselho Nacional de Juventude (CNJ)","conselho nacional de juventude (cnj)"
"7228","The Climate Group (UK registered name: The Climate Change Organisation)","the climate group (uk registered name: the climate change organisation)"
"7229","Cosmetics Europe","cosmetics europe"
"7230","Society for Threatened Peoples (STP)","society for threatened peoples (stp)"
"7231","Bundesvereinigung gegen Fluglärm (BVF)","bundesvereinigung gegen fluglärm (bvf)"
"7232","Comité européen interprofessionnel du thon tropical (EUROTHON)","comité européen interprofessionnel du thon tropical (eurothon)"
"7233","Suomen Tekstiili ja Muoti ry (STJM)","suomen tekstiili ja muoti ry (stjm)"
"7234","Bundesverband der Dienstleistungswirtschaft (BDWi)","bundesverband der dienstleistungswirtschaft (bdwi)"
"7235","KNV (KNV)","knv (knv)"
"7236","Europeana Foundation (Europeana Foundation)","europeana foundation (europeana foundation)"
"7237","Soraris SpA (Soraris)","soraris spa (soraris)"
"7238","Asociación Nacional de Empresarios Fabricantes de Áridos (ANEFA)","asociación nacional de empresarios fabricantes de áridos (anefa)"
"7239","Finansförbundet (FSU Sweden)","finansförbundet (fsu sweden)"
"7240","Bahamas Shipowners Association (BSA)","bahamas shipowners association (bsa)"
"7241","European Inland Waterway Transport (IWT) Platform (European IWT Platfor)","european inland waterway transport (iwt) platform (european iwt platfor)"
"7242","Clas Ohlson AB","clas ohlson ab"
"7243","Codabox","codabox"
"7244","Bericap Holding GmbH (BERICAP)","bericap holding gmbh (bericap)"
"7245","M.E.E.R. e.V. (MEER)","m.e.e.r. e.v. (meer)"
"7246","FRANCE VAPOTAGE (FV)","france vapotage (fv)"
"7247","Hangzhou Hikvision Digital Technology Co., Ltd. (Hikvision)","hangzhou hikvision digital technology co., ltd. (hikvision)"
"7248","clickworker GmbH (clickworker)","clickworker gmbh (clickworker)"
"7249","International Mediation Institute (IMI)","international mediation institute (imi)"
"7250","Justice and Peace Netherlands (JP NL)","justice and peace netherlands (jp nl)"
"7251","International Fragrance Association UK (IFRA UK)","international fragrance association uk (ifra uk)"
"7252","European Coalition for Corporate Justice (ECCJ)","european coalition for corporate justice (eccj)"
"7253","Foundation for Global Governance and Sustainability (FOGGS)","foundation for global governance and sustainability (foggs)"
"7254","Knowledge Ecology International Europe (KEI Europe)","knowledge ecology international europe (kei europe)"
"7255","Transdev Group","transdev group"
"7256","LBV-Kreisgruppe Neu-Ulm (LBV-NU)","lbv-kreisgruppe neu-ulm (lbv-nu)"
"7257","Financial Services Consumer Panel (FSCP)","financial services consumer panel (fscp)"
"7258","Asociación Española de Empresas de Consultoría (AEC)","asociación española de empresas de consultoría (aec)"
"7259","Krajowy Zwiazek Plantatorów Buraka Cukrowego (KZPBC)","krajowy zwiazek plantatorów buraka cukrowego (kzpbc)"
"7260","Consumers' Forum (Consumers' Forum)","consumers' forum (consumers' forum)"
"7261","UK Chamber of Shipping","uk chamber of shipping"
"7262","European Committee for Homeopathy (ECH)","european committee for homeopathy (ech)"
"7263","United Company RUSAL","united company rusal"
"7264","European Alcohol Policy Alliance (Eurocare)","european alcohol policy alliance (eurocare)"
"7265","Franja Gabrovsek Schmidt, s.p. (FGS Educate)","franja gabrovsek schmidt, s.p. (fgs educate)"
"7266","Quebec Wood Export Bureau (QWEB)","quebec wood export bureau (qweb)"
